投诉编号,投诉品牌,投诉车系,问题简述,典型问题,投诉时间,投诉状态
479016,广汽乘用车,2015款 200T G-DCT 精英版,广汽传祺GS4安全气囊报警厂家未解决问题,车身附件及电器气囊故障,2020-06-21 09:49:30.423,用户评分
479015,沃尔沃亚太,2019款 T5 智逸版,亚太沃尔沃S90行驶过程中低频共振噪音大	,车身附件及电器车身共振,2020-06-21 09:49:30.436,信息审核
479014,上汽斯柯达,2018款 TSI330 DSG 豪华版 国Ⅵ,斯柯达速派天窗异响维修无配件更换,车身附件及电器天窗异响人员技术修出新问题配件争议无零配件,2020-06-21 09:49:30.453,处理反馈
479013,一汽丰田,2019款 1.2T S-CVT GL-i精英版,一汽丰田卡罗拉米其林轮胎有鼓包现象,轮胎鼓包,2020-06-21 09:49:30.471,信息审核
479011,东风标致,2015款 1.2T 自动 豪华版,东风标致408发动机烧机油希望尽快处理	,发动机烧机油,2020-06-21 09:49:30.486,信息审核
479010,东风裕隆,2017款 1.6L CVT 旗舰版,纳智捷U5 SUV踩油门发动机异响严重,发动机异响,2020-06-21 09:49:30.498,厂家受理
479009,长安标致雪铁龙DS,2016款 1.6T 豪华版THP160,长安标致雪铁龙DS6发动机故障灯亮,发动机故障灯亮,2020-06-21 09:49:30.512,信息审核
479008,吉利汽车,2013款 2.0L 手动 精英型,吉利EC8离合器不回位发动机渗油严重,发动机漏油离合器离合器失效车身附件及电器仪表故障,2020-06-21 09:49:30.526,用户评分
479006,东南汽车,2018款 1.5L 手动 尊贵型,东南DX3转速区间内车身共振希望厂家处理,车身附件及电器车身共振,2020-06-21 09:49:30.540,用户评分
479005,东风雪铁龙,2013款 1.8L 自动 劲智版,东风雪铁龙C4L方向机晃动存在安全隐患,转向系统抖动,2020-06-21 09:49:30.554,用户评分
479004,广汽丰田,2015款 2.0G 自动 领先版,广汽丰田凯美瑞左右传动轴防尘套漏油,前后桥及悬挂系统球笼套漏油,2020-06-21 09:49:30.570,处理反馈
479002,长安福特,2013款 1.5 自动 风尚型,长安福特翼搏变速箱升挡异响希望解决,变速器异响,2020-06-21 09:49:30.582,用户评分
479001,广汽丰田,2012款 凯美瑞 2.5G 自动 豪华版,广汽丰田凯美瑞左右半轴防尘套漏油,前后桥及悬挂系统球笼套漏油,2020-06-21 09:49:30.594,处理反馈
478999,东风标致,2014款 1.8L 自动 豪华版,东风标致408加满油后出现发动故障提示,发动机故障灯亮车身附件及电器油箱有缺陷,2020-06-21 09:49:30.604,用户评分
478998,东风雪铁龙,2017款 380THP 旗舰型,东风雪铁龙C6在静止停放的状态下自燃,车身附件及电器车辆自燃车身附件及电器车身有色差,2020-06-21 09:49:30.617,用户评分
478996,上汽斯柯达,2016款 TSI280  DSG 前行版,斯柯达速派车辆启动行驶出现故障码提示,车身附件及电器行车电脑故障,2020-06-21 09:49:30.631,处理反馈
478995,东风本田,2019款 220TURBO CVT 劲动版 国VI,东风本田思域发动机启动时异响明显,发动机异响,2020-06-21 09:49:30.650,处理反馈
478994,吉利汽车,2020款 350T 驭星者,吉利星越车机播放音乐死机 与宣传不符,车身附件及电器影音系统故障销售欺诈与宣传不符,2020-06-21 09:49:30.663,用户评分
478992,广汽本田,2016款 1.5L SE CVT 时尚型,广汽本田飞度发动机不能正常启动,发动机无法启动,2020-06-21 09:49:30.675,处理反馈
478987,长安福特,2015款 1.5L 自动 舒适型,长安福特福睿斯发动机异响要求尽快解决,发动机异响,2020-06-21 09:49:30.685,用户评分
478986,长安福特,2017款 1.5L 自动 风尚型,长安福特翼搏变速箱故障灯亮无法提速,变速器故障灯亮变速器无法加速,2020-06-21 09:49:30.695,处理反馈
478985,上汽通用五菱,2013款 1.5L 手动 标准型,宝骏630车门漆面鼓泡 由里往外锈蚀,车身附件及电器车身生锈车身附件及电器漆面起泡开裂,2020-06-21 09:49:30.704,处理反馈
478983,比亚迪,2019款 1.5T 自动 精英型,比亚迪宋Pro经销商未履行订车时承诺,承诺不兑现销售承诺不兑现,2020-06-21 09:49:30.715,处理反馈
478982,比亚迪,2019款 1.5T 自动 尊贵型,比亚迪宋Pro车辆配置与厂家宣传不符,销售欺诈与宣传不符,2020-06-21 09:49:30.724,处理反馈
478981,比亚迪,2015款 2.0T 四驱 旗舰型 混动,比亚迪唐新能源方向盘抱死影响驾驶安全,转向系统失灵,2020-06-21 09:49:30.736,用户评分
478979,北汽新能源,2019款 R500 智风版,北汽新能源EU5充电故障 售后服务差,车身附件及电器充电故障服务态度态度蛮横人员技术操作不规范,2020-06-21 09:49:30.745,用户评分
478976,东风日产,2014款 2.0L XE CVT 两驱 时尚版,东风日产奇骏变速箱挂挡后无法行驶,变速器无法加速,2020-06-21 09:49:30.755,处理反馈
478975,一汽-大众奥迪,2019款 45 TFSI 臻选动感型,一汽大众奥迪A6L发动机机油加注口渗油,发动机漏油车身附件及电器门窗异响,2020-06-21 09:49:30.764,用户评分
478974,吉利汽车,2019款 300T 耀星者,吉利星越车机卡顿死机与宣传不符,车身附件及电器车载互联故障销售欺诈与宣传不符,2020-06-21 09:49:31.885,处理反馈
478972,吉利汽车,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际车机系统无法升级影响使用,车身附件及电器车窗升降故障,2020-06-21 09:49:31.904,处理反馈
478970,一汽-大众,2019款 200TSI 手动 舒适型 国VI,一汽大众速腾发动机自动补油转速过高,发动机油门故障,2020-06-21 09:49:31.918,处理反馈
478968,比速汽车,2017款 1.5T 豪华型,比速T5空调不出凉风 厂家不提供配件,车身附件及电器空调问题配件争议无零配件,2020-06-21 09:49:31.939,信息审核
478965,东风标致,2015款 1.2T 自动 劲驰版,东风标致308S 4S店拒绝继续维修发动机,服务态度不解决问题服务态度态度蛮横服务态度故意拖延,2020-06-21 09:49:31.954,处理反馈
478964,豪沃,豪沃悍将D30,豪沃悍将变速箱6挡松油门就脱挡,变速器脱挡,2020-06-21 09:49:31.967,信息审核
478961,一汽-大众奥迪,2018款 35 TFSI 双离合 运动型,一汽大众奥迪A6L车内异味很重甲醛超标,车身附件及电器车内异味,2020-06-21 09:49:31.979,信息审核
478960,上汽通用别克,2011款 1.6 手动 LE,别克凯越更换仪表台后空调控制面板故障,人员技术修出新问题,2020-06-21 09:49:31.991,处理反馈
478959,一汽马自达,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4 A柱 C柱异响要求解决,车身附件及电器车身异响,2020-06-21 09:49:32.002,处理反馈
478957,一汽-大众,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜内侧有白雾亮度不足,车身附件及电器车灯不亮,2020-06-21 09:49:32.012,用户评分
478955,上汽通用别克,2011款 1.6 手动 LX,别克凯越中控台开裂希望尽快解决,车身附件及电器仪表台开裂,2020-06-21 09:49:32.028,处理反馈
478954,一汽-大众,2019款 200TSI 手动 舒适型 国V,一汽大众速腾上坡辅助与宣传不符 低速顿挫,变速器顿挫车身附件及电器行车安全辅助系统故障销售欺诈与宣传不符,2020-06-21 09:49:32.038,处理反馈
478951,东风标致,2007款 新307三厢 1.6L 自动 舒适版(象牙),东风标致307降速时变速箱顿挫影响驾驶,变速器顿挫,2020-06-21 09:49:32.048,处理反馈
478950,比亚迪,2012款 1.5L 手动 豪华型 节能版,比亚迪F3变速箱挂挡困难要求厂家解决,变速器无法换挡车身附件及电器车身生锈,2020-06-21 09:49:32.061,用户评分
478948,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱与仪表台异响,车身附件及电器中控台异响车身附件及电器车身异响,2020-06-21 09:49:32.073,用户评分
478947,东风标致,2016款 1.6T 自动 豪华版,东风标致408固特异轮胎侧面开裂质量差,轮胎开裂,2020-06-21 09:49:32.085,处理反馈
478945,东风标致,2016款 1.6T 自动 豪华版,东风标致408发动机故障灯亮 车身抖动,发动机抖动发动机故障灯亮,2020-06-21 09:49:32.095,处理反馈
478944,长安福特,2013款 1.5T 自动 GTDi180舒适型,长安福特蒙迪欧发动机水泵异响希望解决,发动机水泵故障,2020-06-21 09:49:32.104,处理反馈
478942,华晨宝马,2016款 sDrive18Li 尊享型,华晨宝马X1刹车片和刹车盘异常磨损,制动系统异常磨损,2020-06-21 09:49:32.114,处理反馈
478941,吉利汽车,2019款 260T DCT 骑士 国VI,吉利缤越车机升级未兑现 车窗漏风,车身附件及电器门窗漏风承诺不兑现服务承诺不兑现,2020-06-21 09:49:32.123,用户评分
478940,东风日产,2016款 2.0L CVT 精英版,东风日产逍客变速箱故障车辆抖动转速不稳,变速器滑阀箱故障,2020-06-21 09:49:32.134,处理反馈
478939,广汽乘用车,2017款 235T 自动 两驱 精英版,广汽传祺GS4车身多处生锈 电瓶亏电,车身附件及电器车身生锈车身附件及电器电瓶故障,2020-06-21 09:49:32.144,处理反馈
478938,吉利汽车,2020款 1.8TD DCT 智领PRO,吉利博越挡位指示灯和智能手环与宣传不符,车身附件及电器车载互联故障销售欺诈与宣传不符,2020-06-21 09:49:32.155,用户评分
478936,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹行驶中车身异响严重,车身附件及电器车身异响,2020-06-21 09:49:32.168,用户评分
478935,上汽通用五菱,2016款 1.5T 手动 豪华型,宝骏560车身多处生锈希望尽快处理,车身附件及电器车身生锈,2020-06-21 09:49:32.180,用户评分
478933,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身多处异响严重,车身附件及电器车身异响,2020-06-21 09:49:32.198,用户评分
478931,一汽-大众,2020款 280TSI DSG 精英型,一汽大众宝来发动机漏油存在质量问题,发动机漏油,2020-06-21 09:49:32.209,处理反馈
478928,上汽集团,2019款 20T 自动 运动版,上汽名爵6金融公司不配合办理变更颜色手续,服务态度不解决问题,2020-06-21 09:49:32.222,用户评分
478927,北京奔驰,2019款 E 300 L 时尚型,北京奔驰E级刹车严重抖动影响安全,制动系统抖动,2020-06-21 09:49:32.232,处理反馈
478921,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控 A柱 B柱 天窗异响,转向系统异响转向系统转向机故障车身附件及电器中控台异响车身附件及电器车身异响车身附件及电器天窗异响,2020-06-21 09:49:32.242,用户评分
478918,东风本田,2019款 1.5L CVT 经典版 国V,东风本田XR-V发动机异响希望尽快解决,发动机异响,2020-06-21 09:49:33.134,处理反馈
478916,东风日产,2019款 1.6XV CVT 智联智尊版 国V,东风日产轩逸发动机异响希望厂家处理,发动机异响,2020-06-21 09:49:33.145,处理反馈
478914,上汽通用雪佛兰,2013款 1.8L SE 自动,雪佛兰科鲁兹机油散热器底座漏油,发动机漏油变速器漏油,2020-06-21 09:49:33.160,处理反馈
478913,东风标致,2015款 1.2T 自动 豪华版,东风标致408发动机更换正时皮带后烧机油,发动机烧机油,2020-06-21 09:49:33.173,处理反馈
478911,北京奔驰,2020款 C 260 运动版,北京奔驰C级前挡风玻璃无故开裂,车身附件及电器玻璃开裂,2020-06-21 09:49:33.185,处理反馈
478910,野马汽车,2017款 1.8T CVT 旗舰型 运动版 T70S,野马T70转向异响希望厂家协助处理,转向系统异响服务流程不完善服务网点少,2020-06-21 09:49:33.196,处理反馈
478909,一汽-大众,2020款 1.5L 自动 舒适型,一汽大众宝来发动机无法启动影响使用,发动机无法启动,2020-06-21 09:49:33.208,处理反馈
478908,东风本田,2019款 锐·混动 2.0L 净越版 国V,东风本田INSPIRE导航规划路线不合理,车身附件及电器导航问题,2020-06-21 09:49:33.219,用户评分
478907,东风标致,2014款 1.6T 自动 至尊版,东风标致408轮毂氧化希望厂家处理,车身附件及电器轮毂问题,2020-06-21 09:49:33.229,处理反馈
478905,江铃,轻型箱式货车,江铃江特车厢下面横梁全部断裂箱体变形,车身附件及电器部件开裂,2020-06-21 09:49:33.240,信息审核
478898,一汽-大众,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾上坡辅助失灵与宣传不符,车身附件及电器行车安全辅助系统故障销售欺诈与宣传不符,2020-06-21 09:49:33.254,处理反馈
478897,吉利汽车,2019款 200T DCT 缤耀版,吉利缤瑞车窗玻璃和后挡风玻璃上有划痕,车身附件及电器玻璃开裂,2020-06-21 09:49:33.267,处理反馈
478896,东风悦达起亚,2017款 1.6L 15周年特别版 GLS,东风悦达起亚K3转向卡滞 售后态度极差,转向系统卡滞服务态度态度蛮横人员技术操作不规范,2020-06-21 09:49:33.280,处理反馈
478894,吉利汽车,2016款 1.5L 自动 幸福版,吉利远景变速箱无法提速 异响质量差,变速器异响变速器无法加速,2020-06-21 09:49:33.290,处理反馈
478893,奇瑞汽车,2019款 1.5T 自动 尊享型 6座 国V,捷途X90变速箱无法升到八挡机油更换不合理,变速器无法换挡其他使用说明书不准确,2020-06-21 09:49:33.301,用户评分
478891,奇瑞汽车,2018款 1.5T 自动 尊行版,捷途X70车联网软件和车机版本老旧无法使用,车身附件及电器车载互联故障,2020-06-21 09:49:33.312,处理反馈
478888,上汽大众,2018款 1.5L 自动 风尚版 国V,上汽大众朗逸前挡风玻璃下沿塑料板开裂,车身附件及电器部件开裂,2020-06-21 09:49:33.329,用户评分
478887,上汽大众,2017款 1.6L 自动 风尚版,上汽大众朗逸多项配置减配影响车辆使用,轮胎开裂其他疑似减配,2020-06-21 09:49:33.344,用户评分
478885,上汽通用别克,2016款 15N 自动 豪华型,别克英朗多个音响喇叭故障影响使用,车身附件及电器影音系统故障,2020-06-21 09:49:33.354,处理反馈
478883,一汽马自达,2020款 2.0L 自动 两驱 蓝天领先版,一汽马自达CX-4车身 天窗 方向盘异响,转向系统异响车身附件及电器车身异响车身附件及电器天窗异响,2020-06-21 09:49:33.365,用户评分
478882,比亚迪,2019款 1.5T 自动 精英型,比亚迪宋Pro车门及尾门无隔音棉要求加装,销售欺诈与宣传不符,2020-06-21 09:49:33.374,处理反馈
478878,长安福特,2017款 1.5L 手动 舒适型,长安福特福睿斯变速箱抖动异响影响使用,变速器异响变速器抖动,2020-06-21 09:49:33.384,处理反馈
478877,吉利汽车,2019款 350T 暗夜骑士限量版,吉利星越天窗漏水和车机系统虚假宣传,车身附件及电器天窗漏水销售欺诈与宣传不符,2020-06-21 09:49:33.394,处理反馈
478874,上汽通用雪佛兰,2019款 325T 自动 劲版 国VI,雪佛兰创酷发动机熄火 底盘异响 电瓶损坏,发动机熄火转向系统方向盘不正前后桥及悬挂系统底盘异响车身附件及电器电瓶故障服务态度故意拖延,2020-06-21 09:49:33.404,处理反馈
478873,上汽通用五菱,2015款 1.8L 手动 豪华型,宝骏560尾翼脱漆变形存在质量问题,车身附件及电器漆面起泡开裂,2020-06-21 09:49:33.418,处理反馈
478872,上汽通用五菱,2017款 1.5T DCT 旗舰型 7座,宝骏560变速箱异响顿挫加速无力,变速器异响变速器顿挫变速器无法加速,2020-06-21 09:49:33.427,处理反馈
478870,比亚迪,2019款 1.5T 自动 精英型,比亚迪宋Pro车内噪音太大 与宣传不符,销售欺诈与宣传不符,2020-06-21 09:49:33.439,处理反馈
478867,长安福特,2013款 2.0T 自动 GTDi200时尚型,长安福特蒙迪欧4S店不解决问题推卸责任,服务态度不解决问题人员技术查不出原因,2020-06-21 09:49:33.450,用户评分
478866,东风本田,2016款 220TURBO 自动 豪华版,东风本田思域优科豪马轮胎掉皮影响安全,轮胎起皮,2020-06-21 09:49:33.460,处理反馈
478865,广汽本田,2018款 260TURBO 精英版 国VI,广汽本田雅阁发动机怠速抖动严重,发动机抖动,2020-06-21 09:49:33.470,用户评分
478864,一汽丰田,2016款 1.6L CVT  GL-i炫酷版,一汽丰田卡罗拉车内异味影响身体健康,车身附件及电器车内异味,2020-06-21 09:49:34.361,处理反馈
